Datasets,AVF,CBRW,CompreX,FPOF,POP,SCAN,SDRW,Zero++,DeepSVDD_ca,DeepSVDD_idf,DeepSVDD_one,DeepSVDD_pivot,DeepSVDD_nocat,FastABOD_ca,FastABOD_idf,FastABOD_one,FastABOD_pivot,FastABOD_nocat,iForest_ca,iForest_idf,iForest_one,iForest_pivot,iForest_nocat,KNN_ca,KNN_idf,KNN_one,KNN_pivot,KNN_nocat,LOF_ca,LOF_idf,LOF_one,LOF_pivot,LOF_nocat,McCatch_ca,McCatch_idf,McCatch_one,McCatch_pivot,McCatch_nocat
census-income-full-nominal,0.676785679476477,0.4782199425280976,0.3776926799953963,0.4854469206681754,0.2833839431318115,0.5,0.3038413780071641,0.614083942086795,0.4566403489992923,0.5182835076693075,0.48944541153236065,0.4972586633721724,0.5059757547714019,0.5,0.5,0.5,0.5063685297346697,0.5,0.4046790840294583,0.34041226267431224,0.36304802031385386,0.4754884224110203,0.6098335494931216,0.39362335111300956,0.35266993891008,0.3579755466809868,0.47782650059028936,0.6078036417093983,0.43731289900371734,0.4644636058775454,0.4372942784997683,0.4867417495787552,0.6103571742760076,0.5003061121256469,0.502273531714198,0.5006537178922108,0.5000416541582013,0.5
chess_krkopt_zerovsall,0.34803966262455677,0.7219969264637287,0.6386731731553166,0.3509757750900852,0.3042325210793583,0.3051786311267563,0.8323363500501465,0.2382743798420419,0.5194925097418943,0.7467186762916186,0.5354408066777399,0.4017380147281321,0.3602649636685813,0.4857905106219351,0.5983326792488732,0.5,0.5025866067287452,0.5,0.4576014524639163,0.43202701434889523,0.5742693744441933,0.39421756302665356,0.7458572668783521,0.44281081895338553,0.4269664487706515,0.49917506075057183,0.47423382924827856,0.6688577174698691,0.4899628427171329,0.3665537545108703,0.4776491411672831,0.4858735595276321,0.6473282962222988,0.5108650696434777,0.4794339989138234,0.5,0.4979835699269144,0.5
covertype_nominal_4vs123567,0.0226982698841935,0.9170556594910052,0.9771761860434652,0.62,0.0733333333333333,0.962311907255574,0.0757575757575757,0.6309090909090909,0.3873939393939393,0.426060606060606,0.36969696969696964,0.274564429802945,0.5,0.5,0.5,0.5,0.5,0.5,0.3579393939393939,0.48969696969696963,0.5121212121212121,0.2744364607921973,0.923330664925319,0.23621212121212115,0.22909090909090907,0.3933333333333333,0.4999982706890439,0.757552707526671,0.386060606060606,0.3836363636363636,0.4983333333333333,0.4999982706890439,0.7324496471460185,0.5824242424242423,0.6018181818181818,0.4903030303030303,0.5000648491608519,0.5
list_attr_celeba_baldvsnonbald,0.26415586526202645,0.7851088388011616,0.757172995057632,0.4940757983862446,0.8646171348544981,0.893206595490573,0.7374054311526536,0.2899812271947202,0.5135055060146224,0.4969187790940103,0.47983803731918034,0.5504132787993277,0.47817950860514913,0.5,0.5,0.5,0.5000403934320279,0.5,0.6571037936640659,0.5721366954712261,0.5795216282444081,0.6061837510681506,0.6964875015929843,0.6969560694757483,0.7214264494779583,0.5368124260068885,0.6121127372426213,0.6812143057079495,0.6126903927109999,0.6522985035638524,0.5150293960879729,0.5149219247127457,0.5703906730019712,0.5037576435958908,0.5043548748004407,0.5008827257568604,0.5,0.4992708999954699
w7a-libsvm-nonsparse,0.5273614620524182,0.4608392853866149,0.5683110750282983,0.6494904143122141,0.9078755112183712,0.6177275938128621,0.7230870669469227,0.418170361879407,0.6822383308241964,0.6932945693614336,0.7358801835001121,0.5359387218307881,0.6943505766036295,0.5,0.5,0.5,0.4991998363106557,0.5,0.83677926703403,0.42774415121064535,0.4198966960612235,0.49110237405578516,0.4265289664725394,0.8378797450382681,0.7425756825466279,0.4518624328829614,0.46216744456224584,0.4494140156794949,0.8521296071857798,0.8315077510903564,0.5780278183501257,0.47295909531311436,0.6814365862073168,0.5150127338813775,0.5098025688169905,0.5059695412880229,0.5,0.5081778627740932
KDDTrain20FS,0.1145481583357036,0.6115225330832442,0.3542895491473501,0.2502660713659033,0.1158860971516651,0.3428097546578526,0.7817566552416348,0.4588772653997142,0.4975788807009767,0.49315131639263415,0.5883326719781015,0.4732853697546294,0.5677251624224239,0.5,0.5,0.5,0.5,0.5106056296578637,0.7489008410926374,0.7273028393606262,0.6736959897290595,0.6671810641306999,0.728411760603236,0.6039328178460643,0.5965722728984718,0.6795247485092879,0.40641343315314,0.5120996453112123,0.4500967976082902,0.44272687026909213,0.5973150437203048,0.44736430594637505,0.4380927733465584,0.502265068846611,0.5011977153380931,0.5019442665991583,0.5025576476138989,0.5020774780060441
Average AUC,0.326±0.25,0.662±0.18,0.612±0.24,0.475±0.15,0.425±0.37,0.604±0.28,0.576±0.31,0.442±0.16,0.509±0.1,0.562±0.13,0.533±0.12,0.456±0.1,0.518±0.11,0.498±0.01,0.516±0.04,0.5±0.0,0.501±0.0,0.502±0.0,0.577±0.2,0.498±0.14,0.52±0.11,0.485±0.14,0.688±0.16,0.535±0.22,0.512±0.21,0.486±0.12,0.489±0.07,0.613±0.11,0.538±0.17,0.524±0.18,0.517±0.06,0.485±0.02,0.613±0.1,0.519±0.03,0.516±0.04,0.5±0.01,0.5±0.0,0.502±0.0
Average Rank,28.0±15.35,12.333±12.21,15.667±14.35,24.5±12.03,25.333±18.47,16.833±15.43,14.667±17.12,25.0±16.4,20.5±7.58,17.0±12.62,19.0±11.42,23.833±6.62,18.667±12.47,19.833±5.67,17.5±7.26,18.5±5.99,18.0±8.29,17.5±5.99,17.167±13.33,23.833±12.21,18.5±13.17,23.167±10.4,9.5±13.13,18.5±13.65,20.333±14.17,22.5±10.89,24.333±7.31,12.0±11.35,19.833±10.93,22.333±11.45,20.0±6.72,23.833±4.79,12.667±10.73,15.5±5.47,17.333±6.59,18.833±5.78,18.167±6.05,18.5±7.34
