Datasets,AVF,CBRW,CompreX,FPOF,POP,SCAN,SDRW,Zero++,DeepSVDD_ca,DeepSVDD_idf,DeepSVDD_one,DeepSVDD_pivot,DeepSVDD_nocat,FastABOD_ca,FastABOD_idf,FastABOD_one,FastABOD_pivot,FastABOD_nocat,iForest_ca,iForest_idf,iForest_one,iForest_pivot,iForest_nocat,KNN_ca,KNN_idf,KNN_one,KNN_pivot,KNN_nocat,LOF_ca,LOF_idf,LOF_one,LOF_pivot,LOF_nocat,McCatch_ca,McCatch_idf,McCatch_one,McCatch_pivot,McCatch_nocat
creditA_plus_42_variant1ori,0.0250528409797339,0.9917941066766132,0.9663061046873058,0.1188611214720875,0.926768618674624,0.9888101454681087,0.989307472336193,0.5449459157030958,0.8273032450578143,0.918438393634216,0.9442993907745866,0.7816735049111028,0.5,0.5,0.5,0.5,0.5,0.5,0.9671764267064528,0.980106925276638,0.9694143976128312,0.9638194703468856,0.5,0.926395623523561,0.9204898669650629,0.9709063782170833,0.9750093248787766,0.5,0.9190600522193212,0.6983712545070248,0.7922417008578889,0.9444237224916076,0.5,0.546313564590327,0.5200795722988933,0.5630361805296531,0.5046624393882879,0.5
australian,0.227461219474735,0.8130855475349408,0.8796651819996928,0.2148287513438796,0.6164183689141454,0.7612501919827983,0.7911995085240363,0.2765320227307633,0.679926278605437,0.7941944401781599,0.8652280755644294,0.6955920749500845,0.9102288434956228,0.8482567961910613,0.8236829980033789,0.9001689448625403,0.5,0.8090155122101059,0.8178467209338043,0.8795115957610198,0.8755951466748579,0.8138534787283059,0.8962524957763784,0.8660344033174627,0.8473736753186915,0.8976347719244356,0.7394025495315619,0.8798187682383658,0.7852864383351252,0.6735524497005069,0.7375211181078176,0.705344801105821,0.5717631700199662,0.5890416218706804,0.6010981416065121,0.569459376439871,0.6866840731070496,0.5551758562432806
crx,0.2289915966386554,0.8587184873949579,0.8547794117647058,0.2025560224089636,0.5897233893557423,0.8143382352941176,0.8018207282913166,0.65296743697479,0.6285889355742297,0.8433998599439776,0.7633053221288515,0.7566526610644257,0.8018207282913166,0.8121498599439776,0.8227415966386554,0.8320203081232493,0.5,0.778361344537815,0.7835259103641457,0.8639705882352942,0.8402485994397759,0.8721988795518207,0.8344712885154062,0.7840073529411765,0.8298757002801121,0.8460259103641457,0.8509278711484594,0.8052345938375349,0.7457983193277311,0.6666666666666667,0.7339810924369748,0.79796918767507,0.6143644957983193,0.5209646358543417,0.5607055322128852,0.5682335434173669,0.4986869747899159,0.531687675070028
german,0.4441285714285714,0.6835428571428571,0.6368000000000001,0.4584714285714286,0.6570857142857143,0.6041142857142857,0.6390571428571429,0.4245,0.6785142857142857,0.6433714285714286,0.6985428571428572,0.6785142857142857,0.6662857142857143,0.6519714285714285,0.6400571428571429,0.6793857142857143,0.5,0.6694857142857145,0.6283714285714286,0.6294,0.6458857142857143,0.6395142857142857,0.6777142857142857,0.6481428571428571,0.6466857142857143,0.6728714285714285,0.6392000000000001,0.6614857142857142,0.6234571428571428,0.6110571428571429,0.6688857142857143,0.6567714285714287,0.6608571428571427,0.5597857142857143,0.5638714285714286,0.5412142857142858,0.5356714285714286,0.5162
Reuters-corn-100,0.1891344504552051,0.8229812640189998,0.8184094207679115,0.1658068346747591,0.7094570523815806,0.8328506399261117,0.8136726481066103,0.1944715661696794,0.7484529621322074,0.7771770682148041,0.7562244359414171,0.5718564454413511,0.7046806966618288,0.5,0.5,0.5,0.4556768702995117,0.5,0.8177233144214276,0.815948673967542,0.8193330254651009,0.6630228262303735,0.8267416545718431,0.817716717245019,0.8192142762897481,0.8176309539517086,0.7175089061881514,0.8176309539517086,0.8059671460614857,0.7931224435941417,0.8156913840876105,0.6648964243303868,0.8156913840876105,0.4995777807098561,0.4938283414698509,0.503994590315345,0.5,0.503994590315345
Average AUC,0.223±0.15,0.834±0.11,0.831±0.12,0.232±0.13,0.7±0.13,0.8±0.14,0.807±0.12,0.419±0.19,0.713±0.08,0.795±0.1,0.806±0.1,0.697±0.08,0.717±0.15,0.662±0.17,0.657±0.16,0.682±0.18,0.491±0.02,0.651±0.15,0.803±0.12,0.834±0.13,0.83±0.12,0.79±0.14,0.747±0.16,0.808±0.1,0.813±0.1,0.841±0.11,0.784±0.13,0.733±0.15,0.776±0.11,0.689±0.07,0.75±0.06,0.754±0.12,0.633±0.12,0.543±0.03,0.548±0.04,0.549±0.03,0.545±0.08,0.521±0.02
Average Rank,37.2±0.45,5.0±6.2,9.8±8.14,37.4±0.89,21.2±8.26,13.4±11.87,14.8±7.92,32.2±6.26,19.2±9.63,15.6±4.88,12.6±8.05,19.4±8.85,15.2±10.18,19.0±7.91,20.0±7.52,14.0±12.71,33.4±3.58,20.2±8.17,15.0±8.06,9.8±9.15,9.0±5.29,14.2±9.15,9.6±10.06,13.2±4.66,12.0±4.58,6.2±2.17,14.8±8.98,13.4±8.41,20.4±5.13,23.8±5.22,17.6±6.91,18.0±5.61,22.4±9.66,30.4±4.34,30.2±3.35,28.8±4.66,29.8±4.49,30.8±3.96
