Datasets,AVF,CBRW,CompreX,FPOF,POP,SCAN,SDRW,Zero++,DeepSVDD_ca,DeepSVDD_idf,DeepSVDD_one,DeepSVDD_pivot,DeepSVDD_nocat,FastABOD_ca,FastABOD_idf,FastABOD_one,FastABOD_pivot,FastABOD_nocat,iForest_ca,iForest_idf,iForest_one,iForest_pivot,iForest_nocat,KNN_ca,KNN_idf,KNN_one,KNN_pivot,KNN_nocat,LOF_ca,LOF_idf,LOF_one,LOF_pivot,LOF_nocat,McCatch_ca,McCatch_idf,McCatch_one,McCatch_pivot,McCatch_nocat
bank-additional-ful-nominal,0.0140536786338683,0.0286412807376026,0.0248110639308598,0.0383467082230072,0.0416899006354589,0.0558169016264328,0.0347739930170822,0.009088186988722,0.0022240190786112,0.0765148371372361,0.0683712460682481,-0.0080077882378529,0.0,0.2531635421972993,0.2057426089864019,0.0366194038713143,0.0148968105379446,0.0,0.0376176171583347,0.0181457913175049,0.0184402663715543,-0.0019960716564163,0.0,0.0301305868499829,0.0468571792273072,-0.0073347487539408,-0.0013807866381287,0.0,0.0350987331274784,0.0366090479388047,0.0372454127079555,0.0160143950991143,0.0,-0.0083599823100819,-0.001928145047035,-0.0168348774057438,-0.0046434824166205,0.0
nursery,0.061797356576098,0.061797356576098,0.061797356576098,0.061797356576098,0.0719138563843299,-0.0087219489810445,-0.012647683591373,0.0297594967237201,0.0014933463553745,0.061797356576098,0.039205411759115,0.0394485094230292,0.0097806264471543,0.006695069933986,0.0,0.0565497690459319,0.0,-0.0020324828821878,0.0079126628768734,0.061797356576098,0.0108537181675327,0.1655765985161967,0.014147953639144,0.0043283650472433,0.061797356576098,0.061797356576098,0.1829131178350877,0.061797356576098,0.0066754576569609,0.061797356576098,0.061797356576098,0.0641247005806626,0.061797356576098,0.0260122751726654,0.0,0.061797356576098,0.0,0.061797356576098
scenario-1-1-rcat-0-icat,-0.0239568613095999,0.8580661956985853,0.8694464473800749,0.0,0.5727784158075364,0.0,0.7778924187635193,-0.0240540076241411,0.4112400610576681,0.712820588328443,0.6062838692199238,0.2906219653977088,0.5617700843224112,0.0,0.0,0.0,0.0,0.9968207211008072,0.9508922119221476,0.9568075731934236,0.9607926007230022,0.8011366684642441,0.9608695009157804,0.998552018452884,0.9017610535636584,0.998552018452884,0.9975842303978164,0.998552018452884,0.9983461544171128,0.9979449642218003,0.9983461544171128,0.9966941104458024,0.9983461544171128,0.0,0.0,0.0,-0.0043002293874806,-0.0048731312603255
scenario-1-2-rcat-0-icat,-0.0240512399375762,0.942267647163348,0.942855277161184,0.0,0.7192158685853691,0.0,0.9130639570729798,-0.0240743231645083,0.7600743754683845,0.3974720494075679,0.7048697102699634,0.5365425112352602,0.661057984767514,0.0,0.0,0.0,0.0,0.9982532532622028,0.9923174023396222,0.9898226937671338,0.9919916911437916,0.9211386752740092,0.9924003551337018,0.9987688289640732,0.9986611206996237,0.9987688289640732,0.9844856569741453,0.9987688289640732,0.9986891342117958,0.9985781918001254,0.9986891342117958,0.9841213741429145,0.9986891342117958,0.0,0.0,0.0,-0.0046971862148674,-0.0051498941137135
scenario-1-3-rcat-0-icat,-0.0240720231565261,0.9784514295235376,0.9784084271209664,0.0,0.8912367696285497,0.0,0.9684409899239642,-0.024075468742085,0.7314786402644236,0.5940727534203925,0.5513459794338755,0.6295470243197021,0.6211108241224914,0.0,0.0,0.0,0.0,0.0,0.998212776004942,0.9972809775881696,0.9983795179920356,0.928110146081596,0.9981081323951884,0.998802525332226,0.9987970667564696,0.998802525332226,0.9855620808075646,0.998802525332226,0.998802525332226,0.9985781918001254,0.998802525332226,0.985011090959494,0.998802525332226,0.0,0.0,0.0,-0.0045549546308568,-0.0050149849988654
scenario-1-4-rcat-0-icat,-0.0240751413860769,0.991560587792745,0.9922969915081672,0.0,0.9443108796160692,0.0,0.98827291579373,-0.0240754931831718,0.7455956430369951,0.7286085615111514,0.8556449053003151,0.6392588757721172,0.5262730094127434,0.0,0.0,0.0,0.0,0.0,0.998759052654518,0.9982925658025482,0.998802525332226,0.89682755871704,0.9988011599107122,0.998802525332226,0.998802525332226,0.998802525332226,0.9902008980953576,0.998802525332226,0.998802525332226,0.998802525332226,0.998802525332226,0.98547224090854,0.998802525332226,0.0,0.0,0.0,-0.005004993029306,-0.0052571784222713
scenario-1-5-rcat-0-icat,-0.0240753079927737,0.9943648492708724,0.9947629234780602,0.0,0.9740563070850212,0.0,0.9932858279993309,-0.0240754942192235,0.7868599456433109,0.90529398740666,0.7338271693099216,0.5705491341879008,-0.4613483195516284,0.0,0.0,0.0,0.0,0.0,0.998802525332226,0.9987836474738554,0.998802525332226,0.9242243888113616,-2.213528855559249,0.998802525332226,0.998802525332226,0.998802525332226,0.9952523599581008,-2.2135173845525573,0.998802525332226,0.998802525332226,0.998802525332226,0.9855324893315848,0.2181248149878632,0.0,0.0,0.0,-0.0052189434796263,0.0532666445527202
scenario-1-6-rcat-0-icat,-0.0240754320694873,0.9969635139235709,0.9973463596065096,0.0,0.9910900462916932,0.0,0.9963871757831484,-0.0240754942454448,0.7510495093915931,0.6935730877811028,0.6660049276084004,0.5675793735692474,-0.5865155260097131,0.0,0.0,0.0,0.0,0.0,0.998802525332226,0.998802525332226,0.998802525332226,0.9155738896255154,-2.213537933916114,0.998802525332226,0.998802525332226,0.998802525332226,0.996263971951648,-2.213537966401549,0.998802525332226,0.998802525332226,0.998802525332226,0.98564018374286,0.215538147352031,0.0,0.0,0.0,-0.0054143051863317,0.0595020224204958
scenario-1-7-rcat-0-icat,-0.0240754401154824,0.9978361561522182,0.9977666619068998,0.0,0.9957864278191532,0.0,0.9976117211855836,-0.0240754942454448,0.7740601788960512,0.8292564555214864,0.858995819902485,0.5836472689194804,-0.732811350184261,0.0,0.0,0.0,0.0,0.0,0.998802525332226,0.998802525332226,0.998802525332226,0.9351017676223038,-2.213537966401549,0.998802525332226,0.998802525332226,0.998802525332226,0.99653021844666,-2.213537966401549,0.998802525332226,0.998802525332226,0.998802525332226,0.9856604643051043,0.2517913952089596,0.0,0.0,0.0,-0.0062095416367933,0.0707167276241616
scenario-1-8-rcat-0-icat,-0.0240754392522162,0.997836513111268,0.9977689827401738,0.0,0.9973327324541592,0.0,0.9976478521959514,-0.0240754942454448,0.7928369566316501,0.8729975613518272,0.7620493260069521,0.6040264984133574,-0.4608007117416999,0.0,0.0,0.0,0.0,0.0,0.998802525332226,0.998802525332226,0.998802525332226,0.9309033116987976,-2.2135379648428506,0.998802525332226,0.998802525332226,0.998802525332226,0.99676702905249,-2.213537966401549,0.998802525332226,0.998802525332226,0.998802525332226,0.985841123729066,0.2543943714822718,0.0,0.0,0.0,-0.0061704351921757,0.0733923405879286
